INDICATOR_NAME,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL,ON_TIME,DAYS_ON_TIME
OTP (Terminal) - S Fkln Line,2015,5,0.75,0.995,0.75,1,1,20
OTP (Terminal) - S Fkln Line,2015,6,0.75,0.995,0.75,0.999,1,19.98
OTP (Terminal) - S Fkln Line,2015,7,0.75,0.996,0.75,0.997,1,19.94
OTP (Terminal) - S Fkln Line,2015,8,0.75,0.996,0.75,0.996,1,19.92
OTP (Terminal) - S Fkln Line,2015,9,0.75,0.996,0.75,0.999,1,19.98
OTP (Terminal) - S Fkln Line,2015,10,0.75,0.995,0.75,0.988,1,19.76
OTP (Terminal) - S Fkln Line,2015,11,0.75,0.995,0.75,0.996,1,19.92
OTP (Terminal) - S Fkln Line,2015,12,0.75,0.995,0.75,0.993,1,19.86
OTP (Terminal) - S Fkln Line,2016,1,0.75,1,0.75,1,1,20
OTP (Terminal) - S Fkln Line,2016,2,0.75,0.999,0.75,0.998,1,19.96
OTP (Terminal) - S Fkln Line,2016,3,0.75,0.997,0.75,0.994,1,19.88
OTP (Terminal) - S Fkln Line,2016,4,0.75,0.998,0.75,0.999,1,19.98
OTP (Terminal) - S Fkln Line,2016,5,0.75,0.998,0.75,0.998,1,19.96
OTP (Terminal) - S Fkln Line,2016,6,0.75,0.998,0.75,1,1,20
OTP (Terminal) - S Fkln Line,2016,7,0.75,0.997,0.75,0.99,1,19.8
OTP (Terminal) - S Fkln Line,2016,8,0.75,0.997,0.75,0.994,1,19.88
OTP (Terminal) - S Fkln Line,2016,9,0.75,0.996,0.75,0.993,1,19.86
OTP (Terminal) - S Fkln Line,2016,10,0.75,0.996,0.75,0.996,1,19.92
OTP (Terminal) - S Fkln Line,2016,11,0.75,0.996,0.75,0.9931,1,19.862
OTP (Terminal) - S Fkln Line,2016,12,0.75,0.9961,0.75,0.9968,1,19.936
OTP (Terminal) - S Fkln Line,2017,1,0.75,0.9988,0.75,0.9988,1,19.976
OTP (Terminal) - S Fkln Line,2017,2,0.75,0.9983,0.75,0.9978,1,19.956
OTP (Terminal) - S Fkln Line,2017,3,0.75,0.9987,0.75,0.9996,1,19.992
OTP (Terminal) - S Fkln Line,2017,4,0.75,0.9991,0.75,1,1,20
OTP (Terminal) - S Fkln Line,2017,5,0.75,0.9966,0.75,0.9877,1,19.754
OTP (Terminal) - S Fkln Line,2017,6,0.75,0.997,0.75,0.9988,1,19.976
OTP (Terminal) - S Fkln Line,2017,7,0.75,0.9973,0.75,0.9992,1,19.984
OTP (Terminal) - S Fkln Line,2017,8,0.75,0.9973,0.75,0.9971,1,19.942
OTP (Terminal) - S Fkln Line,2017,9,0.75,0.9975,0.75,0.9992,1,19.984
OTP (Terminal) - S Fkln Line,2017,10,0.75,0.9975,0.75,0.9973,1,19.946
OTP (Terminal) - S Fkln Line,2017,11,0.75,0.9973,0.75,0.9961,1,19.922
OTP (Terminal) - S Fkln Line,2017,12,0.75,0.9972,0.75,0.9958,1,19.916
OTP (Terminal) - G Line,2011,1,0.966,0.926,0.966,0.926,0,18.52
OTP (Terminal) - G Line,2011,2,0.966,0.935,0.966,0.945,0,18.9
OTP (Terminal) - G Line,2011,3,0.966,0.936,0.966,0.938,0,18.76
OTP (Terminal) - G Line,2011,4,0.966,0.937,0.966,0.938,0,18.76
OTP (Terminal) - G Line,2011,5,0.966,0.936,0.966,0.93,0,18.6
OTP (Terminal) - G Line,2011,6,0.966,0.938,0.966,0.929,0,18.58
OTP (Terminal) - G Line,2011,7,0.966,0.938,0.966,0.935,0,18.7
OTP (Terminal) - G Line,2011,8,0.966,0.94,0.966,0.949,0,18.98
OTP (Terminal) - G Line,2011,9,0.966,0.943,0.966,0.97,1,19.4
OTP (Terminal) - G Line,2011,10,0.966,0.944,0.966,0.95,0,19
OTP (Terminal) - G Line,2011,11,0.966,0.943,0.966,0.938,0,18.76
OTP (Terminal) - G Line,2011,12,0.966,0.944,0.966,0.947,0,18.94
OTP (Terminal) - G Line,2012,1,0.966,0.947,0.966,0.947,0,18.94
OTP (Terminal) - G Line,2012,2,0.966,0.947,0.966,0.947,0,18.94
OTP (Terminal) - G Line,2012,3,0.966,0.951,0.966,0.958,0,19.16
OTP (Terminal) - G Line,2012,4,0.966,0.939,0.966,0.905,0,18.1
OTP (Terminal) - G Line,2012,5,0.966,0.923,0.966,0.862,0,17.24
OTP (Terminal) - G Line,2012,6,0.966,0.919,0.966,0.902,0,18.04
OTP (Terminal) - G Line,2012,7,0.966,0.919,0.966,0.913,0,18.26
OTP (Terminal) - G Line,2012,8,0.966,0.918,0.966,0.915,0,18.3
OTP (Terminal) - G Line,2012,9,0.966,0.918,0.966,0.914,0,18.28
OTP (Terminal) - G Line,2012,10,0.966,0.919,0.966,0.928,0,18.56
OTP (Terminal) - G Line,2012,11,0.966,0.905,0.966,0.711,0,14.22
OTP (Terminal) - G Line,2012,12,0.966,0.907,0.966,0.944,0,18.88
OTP (Terminal) - G Line,2013,1,0.966,0.892,0.966,0.892,0,17.84
OTP (Terminal) - G Line,2013,2,0.966,0.854,0.966,0.809,0,16.18
OTP (Terminal) - G Line,2013,3,0.966,0.859,0.966,0.87,0,17.4
OTP (Terminal) - G Line,2013,4,0.966,0.861,0.966,0.865,0,17.3
OTP (Terminal) - G Line,2013,5,0.966,0.871,0.966,0.906,0,18.12
OTP (Terminal) - G Line,2013,6,0.966,0.868,0.966,0.853,0,17.06
OTP (Terminal) - G Line,2013,7,0.966,0.862,0.966,0.825,0,16.5
OTP (Terminal) - G Line,2013,8,0.966,0.866,0.966,0.894,0,17.88
OTP (Terminal) - G Line,2013,9,0.966,0.865,0.966,0.855,0,17.1
OTP (Terminal) - G Line,2013,10,0.966,0.863,0.966,0.853,0,17.06
OTP (Terminal) - G Line,2013,11,0.966,0.86,0.966,0.826,0,16.52
OTP (Terminal) - G Line,2013,12,0.966,0.861,0.966,0.869,0,17.38
OTP (Terminal) - G Line,2014,1,0.966,0.835,0.966,0.835,0,16.7
OTP (Terminal) - G Line,2014,2,0.966,0.813,0.966,0.789,0,15.78
OTP (Terminal) - G Line,2014,3,0.966,0.829,0.966,0.859,0,17.18
OTP (Terminal) - G Line,2014,4,0.966,0.809,0.966,0.753,0,15.06
OTP (Terminal) - G Line,2014,5,0.966,0.795,0.966,0.781,0,15.62
OTP (Terminal) - G Line,2014,6,0.966,0.787,0.966,0.713,0,14.26
OTP (Terminal) - G Line,2014,7,0.966,0.79,0.966,0.801,0,16.02
OTP (Terminal) - G Line,2014,8,0.966,0.803,0.966,0.897,0,17.94
OTP (Terminal) - G Line,2014,9,0.966,0.798,0.966,0.76,0,15.2
OTP (Terminal) - G Line,2014,10,0.966,0.794,0.966,0.767,0,15.34
OTP (Terminal) - G Line,2014,11,0.966,0.788,0.966,0.725,0,14.5
OTP (Terminal) - G Line,2014,12,0.966,0.781,0.966,0.698,0,13.96
OTP (Terminal) - G Line,2015,1,0.75,0.699,0.75,0.699,0,13.98
OTP (Terminal) - G Line,2015,2,0.75,0.697,0.75,0.695,0,13.9
OTP (Terminal) - G Line,2015,3,0.75,0.674,0.75,0.633,0,12.66
OTP (Terminal) - G Line,2015,4,0.75,0.735,0.75,0.649,0,12.98
OTP (Terminal) - G Line,2015,5,0.75,0.668,0.75,0.668,0,13.36
OTP (Terminal) - G Line,2015,6,0.75,0.661,0.75,0.631,0,12.62
OTP (Terminal) - G Line,2015,7,0.75,0.659,0.75,0.645,0,12.9
OTP (Terminal) - G Line,2015,8,0.75,0.66,0.75,0.669,0,13.38
OTP (Terminal) - G Line,2015,9,0.75,0.662,0.75,0.676,0,13.52
OTP (Terminal) - G Line,2015,10,0.75,0.661,0.75,0.654,0,13.08
OTP (Terminal) - G Line,2015,11,0.75,0.665,0.75,0.709,0,14.18
OTP (Terminal) - G Line,2015,12,0.75,0.676,0.75,0.787,1,15.74
OTP (Terminal) - G Line,2016,1,0.75,0.791,0.75,0.791,1,15.82
OTP (Terminal) - G Line,2016,2,0.75,0.802,0.75,0.813,1,16.26
OTP (Terminal) - G Line,2016,3,0.75,0.79,0.75,0.77,1,15.4
OTP (Terminal) - G Line,2016,4,0.75,0.798,0.75,0.822,1,16.44
OTP (Terminal) - G Line,2016,5,0.75,0.81,0.75,0.851,1,17.02
OTP (Terminal) - G Line,2016,6,0.75,0.811,0.75,0.818,1,16.36
OTP (Terminal) - G Line,2016,7,0.75,0.817,0.75,0.85,1,17
OTP (Terminal) - G Line,2016,8,0.75,0.818,0.75,0.826,1,16.52
OTP (Terminal) - G Line,2016,9,0.75,0.816,0.75,0.801,1,16.02
OTP (Terminal) - G Line,2016,10,0.75,0.811,0.75,0.759,1,15.18
OTP (Terminal) - G Line,2016,11,0.75,0.8057,0.75,0.7541,1,15.082
OTP (Terminal) - G Line,2016,12,0.75,0.8021,0.75,0.7605,1,15.21
OTP (Terminal) - G Line,2017,1,0.75,0.7774,0.75,0.7774,1,15.548
OTP (Terminal) - G Line,2017,2,0.75,0.7708,0.75,0.7635,1,15.27
OTP (Terminal) - G Line,2017,3,0.75,0.7576,0.75,0.7335,0,14.67
OTP (Terminal) - G Line,2017,4,0.75,0.7562,0.75,0.7518,1,15.036
OTP (Terminal) - G Line,2017,5,0.75,0.7442,0.75,0.6994,0,13.988
OTP (Terminal) - G Line,2017,6,0.75,0.7394,0.75,0.717,0,14.34
OTP (Terminal) - G Line,2017,7,0.75,0.7391,0.75,0.7374,0,14.748
OTP (Terminal) - G Line,2017,8,0.75,0.7447,0.75,0.7784,1,15.568
OTP (Terminal) - G Line,2017,9,0.75,0.7495,0.75,0.7893,1,15.786
OTP (Terminal) - G Line,2017,10,0.75,0.7484,0.75,0.7392,0,14.784
OTP (Terminal) - G Line,2017,11,0.75,0.7443,0.75,0.703,0,14.06
OTP (Terminal) - G Line,2017,12,0.75,0.7362,0.75,0.6408,0,12.816
OTP (Terminal) - J Z Line,2011,1,0.987,0.961,0.987,0.961,0,19.22
OTP (Terminal) - J Z Line,2011,2,0.987,0.96,0.987,0.959,0,19.18
OTP (Terminal) - J Z Line,2011,3,0.987,0.968,0.987,0.982,0,19.64
OTP (Terminal) - J Z Line,2011,4,0.987,0.971,0.987,0.978,0,19.56
OTP (Terminal) - J Z Line,2011,5,0.987,0.971,0.987,0.973,0,19.46
OTP (Terminal) - J Z Line,2011,6,0.987,0.971,0.987,0.967,0,19.34
OTP (Terminal) - J Z Line,2011,7,0.987,0.969,0.987,0.958,0,19.16
OTP (Terminal) - J Z Line,2011,8,0.987,0.965,0.987,0.938,0,18.76
OTP (Terminal) - J Z Line,2011,9,0.987,0.966,0.987,0.976,0,19.52
OTP (Terminal) - J Z Line,2011,10,0.987,0.965,0.987,0.952,0,19.04
OTP (Terminal) - J Z Line,2011,11,0.987,0.964,0.987,0.953,0,19.06
OTP (Terminal) - J Z Line,2011,12,0.987,0.965,0.987,0.973,0,19.46
OTP (Terminal) - J Z Line,2012,1,0.987,0.967,0.987,0.967,0,19.34
OTP (Terminal) - J Z Line,2012,2,0.987,0.971,0.987,0.976,0,19.52
OTP (Terminal) - J Z Line,2012,3,0.987,0.968,0.987,0.962,0,19.24
OTP (Terminal) - J Z Line,2012,4,0.987,0.967,0.987,0.965,0,19.3
OTP (Terminal) - J Z Line,2012,5,0.987,0.965,0.987,0.956,0,19.12
OTP (Terminal) - J Z Line,2012,6,0.987,0.964,0.987,0.959,0,19.18
OTP (Terminal) - J Z Line,2012,7,0.987,0.958,0.987,0.923,0,18.46
OTP (Terminal) - J Z Line,2012,8,0.987,0.959,0.987,0.961,0,19.22
OTP (Terminal) - J Z Line,2012,9,0.987,0.954,0.987,0.908,0,18.16
OTP (Terminal) - J Z Line,2012,10,0.987,0.955,0.987,0.967,0,19.34
OTP (Terminal) - J Z Line,2012,11,0.987,0.956,0.987,0.979,0,19.58
OTP (Terminal) - J Z Line,2012,12,0.987,0.957,0.987,0.965,0,19.3
OTP (Terminal) - J Z Line,2013,1,0.987,0.956,0.987,0.956,0,19.12
OTP (Terminal) - J Z Line,2013,2,0.987,0.95,0.987,0.944,0,18.88
OTP (Terminal) - J Z Line,2013,3,0.987,0.956,0.987,0.969,0,19.38
OTP (Terminal) - J Z Line,2013,4,0.987,0.954,0.987,0.946,0,18.92
OTP (Terminal) - J Z Line,2013,5,0.987,0.949,0.987,0.931,0,18.62
OTP (Terminal) - J Z Line,2013,6,0.987,0.948,0.987,0.944,0,18.88
OTP (Terminal) - J Z Line,2013,7,0.987,0.948,0.987,0.945,0,18.9
OTP (Terminal) - J Z Line,2013,8,0.987,0.948,0.987,0.951,0,19.02
OTP (Terminal) - J Z Line,2013,9,0.987,0.947,0.987,0.937,0,18.74
OTP (Terminal) - J Z Line,2013,10,0.987,0.947,0.987,0.944,0,18.88
OTP (Terminal) - J Z Line,2013,11,0.987,0.945,0.987,0.928,0,18.56
OTP (Terminal) - J Z Line,2013,12,0.987,0.943,0.987,0.919,0,18.38
OTP (Terminal) - J Z Line,2014,1,0.987,0.871,0.987,0.871,0,17.42
OTP (Terminal) - J Z Line,2014,2,0.987,0.859,0.987,0.845,0,16.9
OTP (Terminal) - J Z Line,2014,3,0.987,0.866,0.987,0.881,0,17.62
OTP (Terminal) - J Z Line,2014,4,0.987,0.874,0.987,0.895,0,17.9
OTP (Terminal) - J Z Line,2014,5,0.987,0.871,0.987,0.861,0,17.22
OTP (Terminal) - J Z Line,2014,6,0.987,0.872,0.987,0.873,0,17.46
OTP (Terminal) - J Z Line,2014,7,0.987,0.873,0.987,0.883,0,17.66
OTP (Terminal) - J Z Line,2014,8,0.987,0.867,0.987,0.82,0,16.4
OTP (Terminal) - J Z Line,2014,9,0.987,0.866,0.987,0.862,0,17.24
OTP (Terminal) - J Z Line,2014,10,0.987,0.868,0.987,0.882,0,17.64
OTP (Terminal) - J Z Line,2014,11,0.987,0.868,0.987,0.863,0,17.26
OTP (Terminal) - J Z Line,2014,12,0.987,0.864,0.987,0.825,0,16.5
OTP (Terminal) - J Z Line,2015,1,0.75,0.803,0.75,0.803,1,16.06
OTP (Terminal) - J Z Line,2015,2,0.75,0.764,0.75,0.722,0,14.44
OTP (Terminal) - J Z Line,2015,3,0.75,0.778,0.75,0.803,1,16.06
OTP (Terminal) - J Z Line,2015,4,0.75,0.834,0.75,0.795,1,15.9
OTP (Terminal) - J Z Line,2015,5,0.75,0.771,0.75,0.721,0,14.42
OTP (Terminal) - J Z Line,2015,6,0.75,0.754,0.75,0.678,0,13.56
OTP (Terminal) - J Z Line,2015,7,0.75,0.753,0.75,0.742,0,14.84
OTP (Terminal) - J Z Line,2015,8,0.75,0.755,0.75,0.77,1,15.4
OTP (Terminal) - J Z Line,2015,9,0.75,0.749,0.75,0.702,0,14.04
OTP (Terminal) - J Z Line,2015,10,0.75,0.74,0.75,0.661,0,13.22
OTP (Terminal) - J Z Line,2015,11,0.75,0.733,0.75,0.663,0,13.26
OTP (Terminal) - J Z Line,2015,12,0.75,0.727,0.75,0.658,0,13.16
OTP (Terminal) - J Z Line,2016,1,0.75,0.61,0.75,0.61,0,12.2
OTP (Terminal) - J Z Line,2016,2,0.75,0.658,0.75,0.704,0,14.08
OTP (Terminal) - J Z Line,2016,3,0.75,0.656,0.75,0.654,0,13.08
OTP (Terminal) - J Z Line,2016,4,0.75,0.658,0.75,0.664,0,13.28
OTP (Terminal) - J Z Line,2016,5,0.75,0.651,0.75,0.621,0,12.42
OTP (Terminal) - J Z Line,2016,6,0.75,0.659,0.75,0.699,0,13.98
OTP (Terminal) - J Z Line,2016,7,0.75,0.658,0.75,0.647,0,12.94
OTP (Terminal) - J Z Line,2016,8,0.75,0.654,0.75,0.631,0,12.62
OTP (Terminal) - J Z Line,2016,9,0.75,0.653,0.75,0.643,0,12.86
OTP (Terminal) - J Z Line,2016,10,0.75,0.654,0.75,0.663,0,13.26
OTP (Terminal) - J Z Line,2016,11,0.75,0.6516,0.75,0.6293,0,12.586
OTP (Terminal) - J Z Line,2016,12,0.75,0.647,0.75,0.5969,0,11.938
OTP (Terminal) - J Z Line,2017,1,0.75,0.6344,0.75,0.6344,0,12.688
OTP (Terminal) - J Z Line,2017,2,0.75,0.6421,0.75,0.6506,0,13.012
OTP (Terminal) - J Z Line,2017,3,0.75,0.6318,0.75,0.613,0,12.26
OTP (Terminal) - J Z Line,2017,4,0.75,0.6226,0.75,0.5943,0,11.886
OTP (Terminal) - J Z Line,2017,5,0.75,0.6187,0.75,0.6041,0,12.082
OTP (Terminal) - J Z Line,2017,6,0.75,0.6204,0.75,0.6282,0,12.564
OTP (Terminal) - J Z Line,2017,7,0.75,0.6369,0.75,0.7409,0,14.818
OTP (Terminal) - J Z Line,2017,8,0.75,0.6466,0.75,0.7081,0,14.162
OTP (Terminal) - J Z Line,2017,9,0.75,0.6512,0.75,0.6901,0,13.802
OTP (Terminal) - J Z Line,2017,10,0.75,0.6535,0.75,0.6737,0,13.474
OTP (Terminal) - J Z Line,2017,11,0.75,0.6585,0.75,0.7088,0,14.176
OTP (Terminal) - J Z Line,2017,12,0.75,0.6576,0.75,0.6471,0,12.942
OTP (Terminal) - L Line,2011,1,0.955,0.952,0.955,0.952,0,19.04
OTP (Terminal) - L Line,2011,2,0.955,0.949,0.955,0.946,0,18.92
OTP (Terminal) - L Line,2011,3,0.955,0.955,0.955,0.966,1,19.32
OTP (Terminal) - L Line,2011,4,0.955,0.959,0.955,0.971,1,19.42
OTP (Terminal) - L Line,2011,5,0.955,0.959,0.955,0.959,1,19.18
OTP (Terminal) - L Line,2011,6,0.955,0.958,0.955,0.947,0,18.94
OTP (Terminal) - L Line,2011,7,0.955,0.957,0.955,0.953,0,19.06
OTP (Terminal) - L Line,2011,8,0.955,0.958,0.955,0.962,1,19.24
OTP (Terminal) - L Line,2011,9,0.955,0.958,0.955,0.961,1,19.22
OTP (Terminal) - L Line,2011,10,0.955,0.96,0.955,0.978,1,19.56
OTP (Terminal) - L Line,2011,11,0.955,0.961,0.955,0.964,1,19.28
OTP (Terminal) - L Line,2011,12,0.955,0.962,0.955,0.975,1,19.5
OTP (Terminal) - L Line,2012,1,0.955,0.955,0.955,0.955,1,19.1
OTP (Terminal) - L Line,2012,2,0.955,0.952,0.955,0.949,0,18.98
OTP (Terminal) - L Line,2012,3,0.955,0.958,0.955,0.969,1,19.38
OTP (Terminal) - L Line,2012,4,0.955,0.961,0.955,0.97,1,19.4
OTP (Terminal) - L Line,2012,5,0.955,0.955,0.955,0.932,0,18.64
OTP (Terminal) - L Line,2012,6,0.955,0.952,0.955,0.938,0,18.76
OTP (Terminal) - L Line,2012,7,0.955,0.947,0.955,0.921,0,18.42
OTP (Terminal) - L Line,2012,8,0.955,0.946,0.955,0.936,0,18.72
OTP (Terminal) - L Line,2012,9,0.955,0.947,0.955,0.961,1,19.22
OTP (Terminal) - L Line,2012,10,0.955,0.948,0.955,0.954,0,19.08
OTP (Terminal) - L Line,2012,11,0.955,0.948,0.955,0.954,0,19.08
OTP (Terminal) - L Line,2012,12,0.955,0.948,0.955,0.962,1,19.24
OTP (Terminal) - L Line,2013,1,0.957,0.944,0.957,0.944,0,18.88
OTP (Terminal) - L Line,2013,2,0.957,0.951,0.957,0.959,1,19.18
OTP (Terminal) - L Line,2013,3,0.957,0.951,0.957,0.952,0,19.04
OTP (Terminal) - L Line,2013,4,0.957,0.956,0.957,0.968,1,19.36
OTP (Terminal) - L Line,2013,5,0.957,0.956,0.957,0.958,1,19.16
OTP (Terminal) - L Line,2013,6,0.957,0.954,0.957,0.939,0,18.78
OTP (Terminal) - L Line,2013,7,0.957,0.95,0.957,0.929,0,18.58
OTP (Terminal) - L Line,2013,8,0.957,0.947,0.957,0.93,0,18.6
OTP (Terminal) - L Line,2013,9,0.957,0.949,0.957,0.96,1,19.2
OTP (Terminal) - L Line,2013,10,0.957,0.95,0.957,0.963,1,19.26
OTP (Terminal) - L Line,2013,11,0.957,0.95,0.957,0.951,0,19.02
OTP (Terminal) - L Line,2013,12,0.957,0.944,0.957,0.879,0,17.58
OTP (Terminal) - L Line,2014,1,0.957,0.903,0.957,0.903,0,18.06
OTP (Terminal) - L Line,2014,2,0.957,0.913,0.957,0.923,0,18.46
OTP (Terminal) - L Line,2014,3,0.957,0.922,0.957,0.939,0,18.78
OTP (Terminal) - L Line,2014,4,0.957,0.93,0.957,0.952,0,19.04
OTP (Terminal) - L Line,2014,5,0.957,0.943,0.957,0.955,0,19.1
OTP (Terminal) - L Line,2014,6,0.957,0.932,0.957,0.919,0,18.38
OTP (Terminal) - L Line,2014,7,0.957,0.934,0.957,0.944,0,18.88
OTP (Terminal) - L Line,2014,8,0.957,0.935,0.957,0.947,0,18.94
OTP (Terminal) - L Line,2014,9,0.957,0.938,0.957,0.959,1,19.18
OTP (Terminal) - L Line,2014,10,0.957,0.938,0.957,0.941,0,18.82
OTP (Terminal) - L Line,2014,11,0.957,0.94,0.957,0.96,1,19.2
OTP (Terminal) - L Line,2014,12,0.957,0.939,0.957,0.923,0,18.46
OTP (Terminal) - L Line,2015,1,0.75,0.929,0.75,0.929,1,18.58
OTP (Terminal) - L Line,2015,2,0.75,0.897,0.75,0.864,1,17.28
OTP (Terminal) - L Line,2015,3,0.75,0.905,0.75,0.919,1,18.38
OTP (Terminal) - L Line,2015,4,0.75,0.932,0.75,0.924,1,18.48
OTP (Terminal) - L Line,2015,5,0.75,0.918,0.75,0.953,1,19.06
OTP (Terminal) - L Line,2015,6,0.75,0.916,0.75,0.905,1,18.1
OTP (Terminal) - L Line,2015,7,0.75,0.915,0.75,0.905,1,18.1
OTP (Terminal) - L Line,2015,8,0.75,0.917,0.75,0.931,1,18.62
OTP (Terminal) - L Line,2015,9,0.75,0.92,0.75,0.947,1,18.94
OTP (Terminal) - L Line,2015,10,0.75,0.918,0.75,0.899,1,17.98
OTP (Terminal) - L Line,2015,11,0.75,0.918,0.75,0.924,1,18.48
OTP (Terminal) - L Line,2015,12,0.75,0.918,0.75,0.914,1,18.28
OTP (Terminal) - L Line,2016,1,0.75,0.882,0.75,0.882,1,17.64
OTP (Terminal) - L Line,2016,2,0.75,0.892,0.75,0.902,1,18.04
OTP (Terminal) - L Line,2016,3,0.75,0.893,0.75,0.895,1,17.9
OTP (Terminal) - L Line,2016,4,0.75,0.901,0.75,0.927,1,18.54
OTP (Terminal) - L Line,2016,5,0.75,0.907,0.75,0.928,1,18.56
OTP (Terminal) - L Line,2016,6,0.75,0.908,0.75,0.911,1,18.22
OTP (Terminal) - L Line,2016,7,0.75,0.903,0.75,0.874,1,17.48
OTP (Terminal) - L Line,2016,8,0.75,0.905,0.75,0.92,1,18.4
OTP (Terminal) - L Line,2016,9,0.75,0.906,0.75,0.914,1,18.28
OTP (Terminal) - L Line,2016,10,0.75,0.905,0.75,0.895,1,17.9
OTP (Terminal) - L Line,2016,11,0.75,0.9059,0.75,0.9131,1,18.262
OTP (Terminal) - L Line,2016,12,0.75,0.9035,0.75,0.877,1,17.54
OTP (Terminal) - L Line,2017,1,0.75,0.9215,0.75,0.9215,1,18.43
OTP (Terminal) - L Line,2017,2,0.75,0.9191,0.75,0.9166,1,18.332
OTP (Terminal) - L Line,2017,3,0.75,0.9217,0.75,0.9263,1,18.526
OTP (Terminal) - L Line,2017,4,0.75,0.9266,0.75,0.9411,1,18.822
OTP (Terminal) - L Line,2017,5,0.75,0.9283,0.75,0.9349,1,18.698
OTP (Terminal) - L Line,2017,6,0.75,0.9332,0.75,0.956,1,19.12
OTP (Terminal) - L Line,2017,7,0.75,0.9373,0.75,0.9617,1,19.234
OTP (Terminal) - L Line,2017,8,0.75,0.9356,0.75,0.9258,1,18.516
OTP (Terminal) - L Line,2017,9,0.75,0.9349,0.75,0.9285,1,18.57
OTP (Terminal) - L Line,2017,10,0.75,0.9342,0.75,0.9283,1,18.566
OTP (Terminal) - L Line,2017,11,0.75,0.9372,0.75,0.9664,1,19.328
OTP (Terminal) - L Line,2017,12,0.75,0.9359,0.75,0.9212,1,18.424
OTP (Terminal) - M Line,2011,1,0.927,0.892,0.927,0.892,0,17.84
OTP (Terminal) - M Line,2011,2,0.927,0.893,0.927,0.894,0,17.88
OTP (Terminal) - M Line,2011,3,0.927,0.905,0.927,0.927,1,18.54
OTP (Terminal) - M Line,2011,4,0.927,0.91,0.927,0.924,0,18.48
OTP (Terminal) - M Line,2011,5,0.927,0.91,0.927,0.911,0,18.22
OTP (Terminal) - M Line,2011,6,0.927,0.912,0.927,0.907,0,18.14
OTP (Terminal) - M Line,2011,7,0.927,0.909,0.927,0.893,0,17.86
OTP (Terminal) - M Line,2011,8,0.927,0.907,0.927,0.895,0,17.9
OTP (Terminal) - M Line,2011,9,0.927,0.903,0.927,0.869,0,17.38
OTP (Terminal) - M Line,2011,10,0.927,0.903,0.927,0.901,0,18.02
OTP (Terminal) - M Line,2011,11,0.927,0.904,0.927,0.918,0,18.36
OTP (Terminal) - M Line,2011,12,0.927,0.903,0.927,0.886,0,17.72
OTP (Terminal) - M Line,2012,1,0.927,0.92,0.927,0.92,0,18.4
OTP (Terminal) - M Line,2012,2,0.927,0.913,0.927,0.905,0,18.1
OTP (Terminal) - M Line,2012,3,0.927,0.921,0.927,0.937,1,18.74
OTP (Terminal) - M Line,2012,4,0.927,0.916,0.927,0.901,0,18.02
OTP (Terminal) - M Line,2012,5,0.927,0.911,0.927,0.892,0,17.84
OTP (Terminal) - M Line,2012,6,0.927,0.913,0.927,0.923,0,18.46
OTP (Terminal) - M Line,2012,7,0.927,0.909,0.927,0.881,0,17.62
OTP (Terminal) - M Line,2012,8,0.927,0.908,0.927,0.907,0,18.14
OTP (Terminal) - M Line,2012,9,0.927,0.906,0.927,0.886,0,17.72
OTP (Terminal) - M Line,2012,10,0.927,0.905,0.927,0.897,0,17.94
OTP (Terminal) - M Line,2012,11,0.927,0.902,0.927,0.86,0,17.2
OTP (Terminal) - M Line,2012,12,0.927,0.901,0.927,0.903,0,18.06
OTP (Terminal) - M Line,2013,1,0.927,0.849,0.927,0.849,0,16.98
OTP (Terminal) - M Line,2013,2,0.927,0.839,0.927,0.828,0,16.56
OTP (Terminal) - M Line,2013,3,0.927,0.856,0.927,0.89,0,17.8
OTP (Terminal) - M Line,2013,4,0.927,0.862,0.927,0.876,0,17.52
OTP (Terminal) - M Line,2013,5,0.927,0.859,0.927,0.851,0,17.02
OTP (Terminal) - M Line,2013,6,0.927,0.858,0.927,0.853,0,17.06
OTP (Terminal) - M Line,2013,7,0.927,0.857,0.927,0.851,0,17.02
OTP (Terminal) - M Line,2013,8,0.927,0.859,0.927,0.869,0,17.38
OTP (Terminal) - M Line,2013,9,0.927,0.858,0.927,0.853,0,17.06
OTP (Terminal) - M Line,2013,10,0.927,0.861,0.927,0.88,0,17.6
OTP (Terminal) - M Line,2013,11,0.927,0.86,0.927,0.851,0,17.02
OTP (Terminal) - M Line,2013,12,0.927,0.854,0.927,0.79,0,15.8
OTP (Terminal) - M Line,2014,1,0.927,0.743,0.927,0.743,0,14.86
OTP (Terminal) - M Line,2014,2,0.927,0.737,0.927,0.729,0,14.58
OTP (Terminal) - M Line,2014,3,0.927,0.739,0.927,0.743,0,14.86
OTP (Terminal) - M Line,2014,4,0.927,0.762,0.927,0.826,0,16.52
OTP (Terminal) - M Line,2014,5,0.927,0.748,0.927,0.688,0,13.76
OTP (Terminal) - M Line,2014,6,0.927,0.743,0.927,0.723,0,14.46
OTP (Terminal) - M Line,2014,7,0.927,0.747,0.927,0.769,0,15.38
OTP (Terminal) - M Line,2014,8,0.927,0.749,0.927,0.763,0,15.26
OTP (Terminal) - M Line,2014,9,0.927,0.749,0.927,0.748,0,14.96
