INDICATOR_NAME,PERIOD_YEAR,PERIOD_MONTH,YTD_TARGET,YTD_ACTUAL,MONTHLY_TARGET,MONTHLY_ACTUAL,ON_TIME,DAYS_ON_TIME
OTP (Terminal) - S Line Rock,2014,5,0.988,0.955,0.988,0.949,0,18.98
OTP (Terminal) - S Line Rock,2014,6,0.988,0.95,0.988,0.957,0,19.14
OTP (Terminal) - S Line Rock,2014,7,0.988,0.951,0.988,0.955,0,19.1
OTP (Terminal) - S Line Rock,2014,8,0.988,0.952,0.988,0.96,0,19.2
OTP (Terminal) - S Line Rock,2014,9,0.988,0.953,0.988,0.957,0,19.14
OTP (Terminal) - S Line Rock,2014,10,0.988,0.952,0.988,0.947,0,18.94
OTP (Terminal) - S Line Rock,2014,11,0.988,0.952,0.988,0.955,0,19.1
OTP (Terminal) - S Line Rock,2014,12,0.988,0.954,0.988,0.969,0,19.38
OTP (Terminal) - S Line Rock,2015,1,0.75,0.954,0.75,0.954,1,19.08
OTP (Terminal) - S Line Rock,2015,2,0.75,0.948,0.75,0.942,1,18.84
OTP (Terminal) - S Line Rock,2015,3,0.75,0.95,0.75,0.954,1,19.08
OTP (Terminal) - S Line Rock,2015,4,0.75,0.955,0.75,0.961,1,19.22
OTP (Terminal) - S Line Rock,2015,5,0.75,0.951,0.75,0.945,1,18.9
OTP (Terminal) - S Line Rock,2015,6,0.75,0.953,0.75,0.96,1,19.2
OTP (Terminal) - S Line Rock,2015,7,0.75,0.953,0.75,0.952,1,19.04
OTP (Terminal) - S Line Rock,2015,8,0.75,0.953,0.75,0.957,1,19.14
OTP (Terminal) - S Line Rock,2015,9,0.75,0.954,0.75,0.963,1,19.26
OTP (Terminal) - S Line Rock,2015,10,0.75,0.955,0.75,0.963,1,19.26
OTP (Terminal) - S Line Rock,2015,11,0.75,0.957,0.75,0.972,1,19.44
OTP (Terminal) - S Line Rock,2015,12,0.75,0.957,0.75,0.96,1,19.2
OTP (Terminal) - S Line Rock,2016,1,0.75,0.961,0.75,0.961,1,19.22
OTP (Terminal) - S Line Rock,2016,2,0.75,0.967,0.75,0.972,1,19.44
OTP (Terminal) - S Line Rock,2016,3,0.75,0.961,0.75,0.943,1,18.86
OTP (Terminal) - S Line Rock,2016,4,0.75,0.954,0.75,0.92,1,18.4
OTP (Terminal) - S Line Rock,2016,5,0.75,0.953,0.75,0.947,1,18.94
OTP (Terminal) - S Line Rock,2016,6,0.75,0.949,0.75,0.922,1,18.44
OTP (Terminal) - S Line Rock,2016,7,0.75,0.949,0.75,0.948,1,18.96
OTP (Terminal) - S Line Rock,2016,8,0.75,0.945,0.75,0.916,1,18.32
OTP (Terminal) - S Line Rock,2016,9,0.75,0.944,0.75,0.927,1,18.54
OTP (Terminal) - S Line Rock,2016,10,0.75,0.942,0.75,0.924,1,18.48
OTP (Terminal) - S Line Rock,2016,11,0.75,0.9402,0.75,0.9176,1,18.352
OTP (Terminal) - S Line Rock,2016,12,0.75,0.9391,0.75,0.9256,1,18.512
OTP (Terminal) - S Line Rock,2017,1,0.75,0.9534,0.75,0.9534,1,19.068
OTP (Terminal) - S Line Rock,2017,2,0.75,0.9374,0.75,0.9196,1,18.392
OTP (Terminal) - S Line Rock,2017,3,0.75,0.9393,0.75,0.9427,1,18.854
OTP (Terminal) - S Line Rock,2017,4,0.75,0.9483,0.75,0.9761,1,19.522
OTP (Terminal) - S Line Rock,2017,5,0.75,0.9493,0.75,0.9534,1,19.068
OTP (Terminal) - S Line Rock,2017,6,0.75,0.9492,0.75,0.9485,1,18.97
OTP (Terminal) - S Line Rock,2017,7,0.75,0.9494,0.75,0.9504,1,19.008
OTP (Terminal) - S Line Rock,2017,8,0.75,0.9483,0.75,0.9414,1,18.828
OTP (Terminal) - S Line Rock,2017,9,0.75,0.9471,0.75,0.9368,1,18.736
OTP (Terminal) - S Line Rock,2017,10,0.75,0.9469,0.75,0.9457,1,18.914
OTP (Terminal) - S Line Rock,2017,11,0.75,0.9461,0.75,0.9372,1,18.744
OTP (Terminal) - S Line Rock,2017,12,0.75,0.9459,0.75,0.9442,1,18.884
